class,mult,type,subtype,density,ub_l2,alpha,ascending
R,1,4,1,0.9,536,-0.5,0
R,1,4,1,0.9,653,-0.5,1
R,1,4,1,0.9,536,0.5,0
R,1,4,1,0.9,657,0.5,1
R,1,4,1,0.9,536,1,0
R,1,4,1,0.9,661,1,1
R,1,4,1,0.9,536,2,0
R,1,4,1,0.9,663,2,1
R,1,4,1,0.9,536,3,0
R,1,4,1,0.9,648,3,1
R,1,8,1,0.1,334,-3,0
R,1,8,1,0.1,334,-3,1
R,1,8,1,0.1,334,-2,0
R,1,8,1,0.1,334,-2,1
R,1,8,1,0.1,334,-1,0
R,1,8,1,0.1,334,-1,1
R,1,8,1,0.1,334,-0.5,0
R,1,8,1,0.1,334,-0.5,1
R,1,8,1,0.1,334,0.5,0
R,1,8,1,0.1,334,0.5,1
R,1,8,1,0.1,331,1,0
R,1,8,1,0.1,334,1,1
R,1,8,1,0.1,331,2,0
R,1,8,1,0.1,334,2,1
R,1,8,1,0.1,331,3,0
R,1,8,1,0.1,334,3,1
R,1,8,1,0.2,320,-3,0
R,1,8,1,0.2,320,-3,1
R,1,8,1,0.2,320,-2,0
R,1,8,1,0.2,320,-2,1
R,1,8,1,0.2,320,-1,0
R,1,8,1,0.2,320,-1,1
R,1,8,1,0.2,320,-0.5,0
R,1,8,1,0.2,320,-0.5,1
R,1,8,1,0.2,320,0.5,0
R,1,8,1,0.2,320,0.5,1
R,1,8,1,0.2,320,1,0
R,1,8,1,0.2,320,1,1
R,1,8,1,0.2,320,2,0
R,1,8,1,0.2,320,2,1
R,1,8,1,0.2,320,3,0
R,1,8,1,0.2,320,3,1
R,1,8,1,0.3,348,-3,0
R,1,8,1,0.3,348,-3,1
R,1,8,1,0.3,348,-2,0
R,1,8,1,0.3,348,-2,1
R,1,8,1,0.3,348,-1,0
R,1,8,1,0.3,348,-1,1
R,1,8,1,0.3,348,-0.5,0
R,1,8,1,0.3,348,-0.5,1
R,1,8,1,0.3,348,0.5,0
R,1,8,1,0.3,348,0.5,1
R,1,8,1,0.3,348,1,0
R,1,8,1,0.3,348,1,1
R,1,8,1,0.3,348,2,0
R,1,8,1,0.3,348,2,1
R,1,8,1,0.3,348,3,0
R,1,8,1,0.3,348,3,1
R,1,8,1,0.4,358,-3,0
R,1,8,1,0.4,358,-3,1
R,1,8,1,0.4,358,-2,0
R,1,8,1,0.4,358,-2,1
R,1,8,1,0.4,331,-1,0
R,1,8,1,0.4,358,-1,1
R,1,8,1,0.4,331,-0.5,0
R,1,8,1,0.4,358,-0.5,1
R,1,8,1,0.4,333,0.5,0
R,1,8,1,0.4,334,0.5,1
R,1,8,1,0.4,358,1,0
R,1,8,1,0.4,358,1,1
R,1,8,1,0.4,358,2,0
R,1,8,1,0.4,334,2,1
R,1,8,1,0.4,358,3,0
R,1,8,1,0.4,358,3,1
R,1,8,1,0.5,348,-3,0
R,1,8,1,0.5,351,-3,1
R,1,8,1,0.5,340,-2,0
R,1,8,1,0.5,351,-2,1
R,1,8,1,0.5,340,-1,0
R,1,8,1,0.5,348,-1,1
R,1,8,1,0.5,340,-0.5,0
R,1,8,1,0.5,351,-0.5,1
R,1,8,1,0.5,340,0.5,0
R,1,8,1,0.5,351,0.5,1
R,1,8,1,0.5,348,1,0
R,1,8,1,0.5,351,1,1
R,1,8,1,0.5,351,2,0
R,1,8,1,0.5,351,2,1
R,1,8,1,0.5,348,3,0
R,1,8,1,0.5,351,3,1
R,1,8,1,0.6,300,-3,0
R,1,8,1,0.6,300,-3,1
R,1,8,1,0.6,300,-2,0
R,1,8,1,0.6,300,-2,1
R,1,8,1,0.6,300,-1,0
R,1,8,1,0.6,300,-1,1
R,1,8,1,0.6,300,-0.5,0
R,1,8,1,0.6,300,-0.5,1
R,1,8,1,0.6,300,0.5,0
R,1,8,1,0.6,300,0.5,1
R,1,8,1,0.6,300,1,0
R,1,8,1,0.6,300,1,1
R,1,8,1,0.6,300,2,0
R,1,8,1,0.6,300,2,1
R,1,8,1,0.6,300,3,0
R,1,8,1,0.6,300,3,1
R,1,8,1,0.7,344,-3,0
R,1,8,1,0.7,347,-3,1
R,1,8,1,0.7,347,-2,0
R,1,8,1,0.7,347,-2,1
R,1,8,1,0.7,344,-1,0
R,1,8,1,0.7,326,-1,1
R,1,8,1,0.7,344,-0.5,0
R,1,8,1,0.7,347,-0.5,1
R,1,8,1,0.7,347,0.5,0
R,1,8,1,0.7,326,0.5,1
R,1,8,1,0.7,347,1,0
R,1,8,1,0.7,347,1,1
R,1,8,1,0.7,347,2,0
R,1,8,1,0.7,326,2,1
R,1,8,1,0.7,347,3,0
R,1,8,1,0.7,347,3,1
R,1,8,1,0.8,337,-3,0
R,1,8,1,0.8,337,-3,1
R,1,8,1,0.8,337,-2,0
R,1,8,1,0.8,328,-2,1
R,1,8,1,0.8,319,-1,0
R,1,8,1,0.8,337,-1,1
R,1,8,1,0.8,319,-0.5,0
R,1,8,1,0.8,337,-0.5,1
R,1,8,1,0.8,337,0.5,0
R,1,8,1,0.8,337,0.5,1
R,1,8,1,0.8,322,1,0
R,1,8,1,0.8,319,1,1
R,1,8,1,0.8,328,2,0
R,1,8,1,0.8,328,2,1
R,1,8,1,0.8,337,3,0
R,1,8,1,0.8,337,3,1
R,1,8,1,0.9,297,-3,0
R,1,8,1,0.9,298,-3,1
R,1,8,1,0.9,297,-2,0
R,1,8,1,0.9,298,-2,1
R,1,8,1,0.9,297,-1,0
R,1,8,1,0.9,298,-1,1
R,1,8,1,0.9,297,-0.5,0
R,1,8,1,0.9,298,-0.5,1
R,1,8,1,0.9,298,0.5,0
R,1,8,1,0.9,298,0.5,1
R,1,8,1,0.9,298,1,0
R,1,8,1,0.9,298,1,1
R,1,8,1,0.9,298,2,0
R,1,8,1,0.9,298,2,1
R,1,8,1,0.9,298,3,0
R,1,8,1,0.9,298,3,1
R,15,4,1,0.9,2297,-3,0
R,15,4,1,0.9,3074,-3,1
R,15,4,1,0.9,2270,-2,0
R,15,4,1,0.9,2954,-2,1
R,15,4,1,0.9,2255,-1,0
R,15,4,1,0.9,3076,-1,1
R,15,4,1,0.9,2244,-0.5,0
R,15,4,1,0.9,3092,-0.5,1
R,15,4,1,0.9,2291,0.5,0
R,15,4,1,0.9,3090,0.5,1
R,15,4,1,0.9,2305,1,0
R,15,4,1,0.9,2994,1,1
R,15,4,1,0.9,2287,2,0
R,15,4,1,0.9,2995,2,1
R,15,4,1,0.9,2338,3,0
R,15,4,1,0.9,3056,3,1
